CODE,Country,Date,Confirmed Cases,Daily Confirmed,Deaths,Daily Deaths,Recovered,Daily Recovered,Region,Income Level,GDP,Population
ESP,Spain,2020-05-15,230183,643,27459,138,144783,1409,Europe,High income,1497080000000,46736776
ESP,Spain,2020-06-13,243605,396,27136,0,150376,0,Europe,High income,1497080000000,46736776
TZA,Tanzania,2020-05-29,509,0,21,0,183,0,Sub-Saharan Africa,Low income,64888000000,58005463
JPN,Japan,2020-06-04,16911,44,911,6,14785,83,East Asia & Pacific,High income,5495420000000,126860301
NIU,North Macedonia,2020-03-03,1,0,0,0,0,0,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-04-30,1465,23,77,4,738,111,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-05-29,2129,52,126,5,1516,30,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-06-01,2315,89,140,7,1569,17,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-04-04,483,53,17,5,20,0,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-05-03,1511,5,84,2,945,93,Europe,Upper middle income,13700000000,2083459
TZA,Tanzania,2020-04-04,20,0,1,0,3,0,Sub-Saharan Africa,Low income,64888000000,58005463
TZA,Tanzania,2020-04-27,299,0,10,0,48,0,Sub-Saharan Africa,Low income,64888000000,58005463
TZA,Tanzania,2020-05-06,480,0,16,0,167,0,Sub-Saharan Africa,Low income,64888000000,58005463
TTO,Trinidad and Tobago,2020-04-01,90,3,5,2,1,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-04-04,103,5,6,0,1,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-05-06,116,0,8,0,103,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-05-12,116,0,8,0,107,0,Latin America & Caribbean,High income,23235000000,1394973
MNG,Mongolia,2020-06-21,213,7,0,0,153,14,Central Asia,Lower middle income,14960000000,3225167
SYC,Seychelles,2020-03-29,8,0,0,0,0,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-04-30,11,0,0,0,6,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-05-29,11,0,0,0,11,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-04-27,11,0,0,0,6,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-05-03,11,0,0,0,6,0,Sub-Saharan Africa,High income,1739000000,97739
UGA,Uganda,2020-04-20,56,1,0,0,38,10,Sub-Saharan Africa,Low income,33620000000,44269594
TTO,Trinidad and Tobago,2020-04-07,107,2,8,0,1,0,Latin America & Caribbean,High income,23235000000,1394973
GRC,Greece,2020-06-08,3049,52,182,2,1374,0,Europe,High income,230500000000,10473455
LSO,Lesotho,2020-06-09,4,0,0,0,2,0,Sub-Saharan Africa,Lower middle income,2739000000,2108000
LSO,Lesotho,2020-06-12,4,0,0,0,2,0,Sub-Saharan Africa,Lower middle income,2739000000,2108000
MCO,Monaco,2020-06-20,99,0,4,0,94,0,Europe,High income,6468000877,38964
MNE,Montenegro,2020-04-10,255,3,2,0,4,0,Europe,Upper middle income,5740000000,627987
MNE,Montenegro,2020-05-09,324,0,8,0,274,7,Europe,Upper middle income,5740000000,627987
MNE,Montenegro,2020-05-15,324,0,9,0,311,2,Europe,Upper middle income,5740000000,627987
MNE,Montenegro,2020-06-13,324,0,9,0,315,0,Europe,Upper middle income,5740000000,627987
MEX,Mexico,2020-05-23,65856,3329,7179,190,44424,2233,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MEX,Mexico,2020-05-29,84627,3227,9415,371,59003,2962,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MCO,Monaco,2020-03-19,7,0,0,0,0,0,Europe,High income,6468000877,38964
MCO,Monaco,2020-03-22,23,12,0,0,1,1,Europe,High income,6468000877,38964
MCO,Monaco,2020-04-23,94,0,4,1,35,9,Europe,High income,6468000877,38964
MCO,Monaco,2020-04-26,94,0,4,0,42,0,Europe,High income,6468000877,38964
MCO,Monaco,2020-05-25,98,0,4,0,90,0,Europe,High income,6468000877,38964
MCO,Monaco,2020-05-28,98,0,4,0,90,0,Europe,High income,6468000877,38964
STP,Sao Tome and Principe,2020-04-14,4,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,527000000,211.028
STP,Sao Tome and Principe,2020-05-07,187,13,4,1,4,0,Sub-Saharan Africa,Lower middle income,527000000,211.028
STP,Sao Tome and Principe,2020-05-10,208,0,5,0,4,0,Sub-Saharan Africa,Lower middle income,527000000,211.028
MLI,Mali,2020-06-17,1890,5,107,3,1168,23,Sub-Saharan Africa,Low income,19332000000,19658031
NOR,Norway,2020-03-28,4015,260,23,4,7,1,Europe,High income,438623000000,5378857
MNE,Montenegro,2020-06-10,324,0,9,0,315,0,Europe,Upper middle income,5740000000,627987
MOZ,Mozambique,2020-04-13,21,0,0,0,2,0,Sub-Saharan Africa,Low income,16294000000,30366036
MOZ,Mozambique,2020-05-09,87,5,0,0,34,7,Sub-Saharan Africa,Low income,16294000000,30366036
NOR,Norway,2020-03-02,25,6,0,0,0,0,Europe,High income,438623000000,5378857
NOR,Norway,2020-03-22,2263,145,7,0,6,5,Europe,High income,438623000000,5378857
NOR,Norway,2020-04-23,7401,63,194,7,32,0,Europe,High income,438623000000,5378857
MEX,Mexico,2020-03-03,5,0,0,0,1,1,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MEX,Mexico,2020-04-24,12872,1239,1221,152,7149,4522,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MCO,Monaco,2020-05-19,97,0,4,0,87,0,Europe,High income,6468000877,38964
MCO,Monaco,2020-06-17,99,0,4,0,94,0,Europe,High income,6468000877,38964
MNE,Montenegro,2020-04-13,274,2,3,0,5,0,Europe,Upper middle income,5740000000,627987
PAN,Panama,2020-05-22,10267,151,295,4,6275,30,Latin America & Caribbean,High income,75494000000,4246439
PAN,Panama,2020-06-20,25222,948,493,8,14359,0,Latin America & Caribbean,High income,75494000000,4246439
PER,Peru,2020-05-03,45928,3394,1286,86,13550,1116,Latin America & Caribbean,Upper middle income,244163000000,32510453
ALB,Albania,2020-06-03,1184,20,33,0,898,7,Europe,Upper middle income,17210000000,2880917
ALB,Albania,2020-03-28,197,11,10,2,31,0,Europe,Upper middle income,17210000000,2880917
ALB,Albania,2020-04-29,766,16,30,0,455,24,Europe,Upper middle income,17210000000,2880917
ALB,Albania,2020-05-31,1137,15,33,0,872,15,Europe,Upper middle income,17210000000,2880917
CHL,Chile,2020-05-10,28866,1647,312,8,13112,445,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-05-19,49579,3520,509,31,21507,1342,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-06-17,220628,36179,3615,232,181931,25699,Latin America & Caribbean,High income,313561000000,18952038
GNQ,Guinea,2020-05-13,2374,76,14,3,856,40,Sub-Saharan Africa,Low income,13603000000,12771246
GNB,Guinea-Bissau,2020-03-29,2,0,0,0,0,0,Sub-Saharan Africa,Low income,1669000000,1920922
GNB,Guinea-Bissau,2020-04-30,205,0,1,0,19,0,Sub-Saharan Africa,Low income,1669000000,1920922
GNB,Guinea-Bissau,2020-05-26,1178,0,7,0,42,0,Sub-Saharan Africa,Low income,1669000000,1920922
GUY,Guyana,2020-04-16,55,0,6,0,8,0,Latin America & Caribbean,Upper middle income,4609000000,782766
GUY,Guyana,2020-05-15,116,3,10,0,43,1,Latin America & Caribbean,Upper middle income,4609000000,782766
SYC,Seychelles,2020-04-04,10,0,0,0,0,0,Sub-Saharan Africa,High income,1739000000,97739
GNQ,Guinea,2020-03-19,1,0,0,0,0,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,2020-05-16,2658,185,16,1,1133,238,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,2020-06-17,4668,29,26,0,3364,37,Sub-Saharan Africa,Low income,13603000000,12771246
CHL,Chile,2020-04-14,7917,392,92,10,2646,279,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-04-20,10507,419,139,6,4676,338,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-05-16,41428,1886,421,27,18014,1400,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-06-14,174293,6938,3323,222,143704,6408,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-03-13,43,20,0,0,0,0,Latin America & Caribbean,High income,313561000000,18952038
KGZ,Kyrgyzstan,2020-05-23,1365,15,14,0,957,18,Central Asia,Lower middle income,8781000000,6415850
JPN,Japan,2020-02-09,26,1,0,0,1,0,East Asia & Pacific,High income,5495420000000,126860301
GUY,Guyana,2020-05-09,94,0,10,0,35,0,Latin America & Caribbean,Upper middle income,4609000000,782766
TLS,East Timor,2020-04-07,1,0,0,0,0,0,East Asia & Pacific,NULL,NULL,NULL
GUY,Guyana,2020-06-16,171,12,12,0,99,0,Latin America & Caribbean,Upper middle income,4609000000,782766
GUY,Guyana,2020-06-19,183,0,12,0,102,0,Latin America & Caribbean,Upper middle income,4609000000,782766
SLV,El Salvador,2020-04-15,159,10,6,0,30,5,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,2020-04-24,274,24,8,0,75,8,Latin America & Caribbean,Lower middle income,28202000000,6453553
LUX,Luxembourg,2020-03-28,1831,226,18,3,40,0,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-05-31,4018,2,110,0,3833,18,Europe,High income,73693000000,615729
NAM,Namibia,2020-05-01,16,0,0,0,8,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
NAM,Namibia,2020-05-27,22,1,0,0,14,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
NAM,Namibia,2020-05-30,23,0,0,0,14,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
NAM,Namibia,2020-06-05,25,0,0,0,16,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
SWZ,Eswatini,2020-04-12,14,2,0,0,7,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-06-15,506,16,4,0,249,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
EGY,Egypt,2020-05-11,9746,346,533,8,2172,97,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-06-03,28615,1079,1088,36,7350,523,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-06-06,32612,1497,1198,32,8538,380,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-06-09,36829,1385,1306,35,9786,411,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-06-12,41303,1577,1422,45,11108,417,Middle East & North Africa,Lower middle income,331360000000,100388073
SLV,El Salvador,2020-05-14,1112,75,23,3,405,31,Latin America & Caribbean,Lower middle income,28202000000,6453553
PNG,Papua New Guinea,2020-03-29,1,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
UZB,Uzbekistan,2020-03-15,1,1,0,0,0,0,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-03-18,15,5,0,0,0,0,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-04-19,1565,75,5,0,225,31,Central Asia,Lower middle income,55482000000,32981716
NAM,Namibia,2020-04-02,14,0,0,0,3,1,Sub-Saharan Africa,Upper middle income,14627000000,2494530
ZAF,South Africa,2020-05-08,8895,663,178,17,3153,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
LVA,Latvia,2020-06-03,1079,8,24,0,760,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-06-06,1086,1,25,0,781,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-03-31,398,22,0,0,1,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-04-03,493,35,1,1,1,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-04-09,589,12,3,1,16,0,Europe,High income,38102000000,1906743
LSO,Lesotho,2020-05-14,1,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,2739000000,2108000
SAU,Saudi Arabia,2020-03-20,344,70,0,0,8,2,Middle East & North Africa,High income,790062000000,34268528
SEN,Senegal,2020-04-22,442,30,6,1,253,11,Sub-Saharan Africa,Lower middle income,28062000000,16296364
SEN,Senegal,2020-04-28,823,87,9,0,296,12,Sub-Saharan Africa,Lower middle income,28062000000,16296364
IND,India,2020-05-27,158086,7293,4534,190,67749,3472,South Asia,Lower middle income,3257720000000,1366417754
PER,Peru,2020-05-29,141779,0,4099,0,62791,3349,Latin America & Caribbean,Upper middle income,244163000000,32510453
PER,Peru,2020-06-07,196515,4757,5465,164,86219,3488,Latin America & Caribbean,Upper middle income,244163000000,32510453
TUR,Turkey,2020-05-22,154500,952,4276,27,116111,1121,Europe,Upper middle income,809555000000,83429615
TUR,Turkey,2020-05-25,157814,987,4369,29,120015,1321,Europe,Upper middle income,809555000000,83429615
TUR,Turkey,2020-05-28,160979,1182,4461,30,124369,1576,Europe,Upper middle income,809555000000,83429615
MNE,Montenegro,2020-06-07,324,0,9,0,315,0,Europe,Upper middle income,5740000000,627987
MAR,Morocco,2020-04-20,3046,191,143,2,350,23,Middle East & North Africa,Lower middle income,129056000000,36471769
MAR,Morocco,2020-05-22,7332,121,197,1,4377,97,Middle East & North Africa,Lower middle income,129056000000,36471769
MAR,Morocco,2020-06-20,9839,226,213,0,8223,106,Middle East & North Africa,Lower middle income,129056000000,36471769
MOZ,Mozambique,2020-06-10,472,19,2,0,138,2,Sub-Saharan Africa,Low income,16294000000,30366036
POL,Poland,2020-03-29,1862,224,22,4,7,0,Europe,High income,643274000000,37887768
PER,Peru,2020-05-09,65015,3168,1814,100,20246,1234,Latin America & Caribbean,Upper middle income,244163000000,32510453
PER,Peru,2020-06-01,170039,5563,4634,128,68507,1299,Latin America & Caribbean,Upper middle income,244163000000,32510453
POL,Poland,2020-05-20,19739,471,962,14,8183,280,Europe,High income,643274000000,37887768
POL,Poland,2020-05-29,23155,330,1051,13,10692,132,Europe,High income,643274000000,37887768
LIE,Liechtenstein,2020-04-30,82,0,1,0,55,0,Europe,High income,6193677543,38019
THA,Thailand,2020-06-14,3135,1,58,0,2987,0,East Asia & Pacific,Upper middle income,547431000000,69037513
TUR,Turkey,2020-03-25,2433,561,59,15,26,26,Europe,Upper middle income,809555000000,83429615
TWN,Taiwan,2020-05-06,439,1,6,0,339,5,East Asia & Pacific,High income,633695000000,23773876
TWN,Taiwan,2020-05-09,440,0,6,0,361,6,East Asia & Pacific,High income,633695000000,23773876
KNA,Saint Kitts and Nevis,2020-06-14,15,0,0,0,15,0,Latin America & Caribbean,Upper middle income,1118000000,52823
TUN,Tunisia,2020-05-23,1048,0,48,1,914,11,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-06-21,1157,1,50,0,1020,3,Middle East & North Africa,Lower middle income,35150000000,11694719
SVN,Slovenia,2020-05-26,1469,0,108,1,1346,0,Europe,High income,58213000000,2078654
VEN,Venezuela,2020-05-14,455,32,10,0,220,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
ZMB,Zambia,2020-04-07,39,0,1,0,7,2,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZMB,Zambia,2020-04-13,45,2,2,0,30,0,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZMB,Zambia,2020-04-16,48,0,2,0,30,0,Sub-Saharan Africa,Lower middle income,25272000000,17861030
TUN,Tunisia,2020-03-26,197,24,6,1,2,0,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-04-18,864,0,37,0,43,0,Middle East & North Africa,Lower middle income,35150000000,11694719
PRT,Portugal,2020-03-24,2362,302,33,10,22,8,Europe,High income,249912000000,10226187
PRT,Portugal,2020-05-30,32203,257,1396,13,19186,275,Europe,High income,249912000000,10226187
QAT,Qatar,2020-03-18,452,13,0,0,4,0,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,2020-04-19,5448,440,8,0,518,8,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,2020-04-25,9358,833,10,0,929,120,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,2020-06-19,85462,1021,93,7,65409,1767,Middle East & North Africa,High income,204008000000,2832067
LUX,Luxembourg,2020-04-03,2612,125,31,1,500,420,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-05-02,3812,10,92,0,3318,105,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-05-08,3871,12,100,0,3526,21,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-06-06,4035,3,110,0,3888,3,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-03-02,1,0,0,0,0,0,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-04-06,2843,39,41,5,500,0,Europe,High income,73693000000,615729
PNG,Papua New Guinea,2020-03-20,1,1,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,2020-04-18,7,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,2020-04-21,7,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,2020-04-27,8,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
SAU,Saudi Arabia,2020-03-14,103,17,0,0,1,0,Middle East & North Africa,High income,790062000000,34268528
MWI,Malawi,2020-04-02,3,3,0,0,0,0,Sub-Saharan Africa,Low income,7861000000,18628747
MWI,Malawi,2020-05-07,43,0,3,0,14,5,Sub-Saharan Africa,Low income,7861000000,18628747
MWI,Malawi,2020-06-11,481,26,4,0,55,0,Sub-Saharan Africa,Low income,7861000000,18628747
JOR,Jordan,2020-04-28,449,0,8,1,348,6,Middle East & North Africa,Upper middle income,46451000000,10101694
MDV,Maldives,2020-05-16,1078,47,4,0,58,9,South Asia,Upper middle income,6213000000,530953
MDV,Maldives,2020-05-19,1143,37,4,0,91,33,South Asia,Upper middle income,6213000000,530953
MDV,Maldives,2020-05-22,1274,58,4,0,109,18,South Asia,Upper middle income,6213000000,530953
MDV,Maldives,2020-04-20,69,17,0,0,16,0,South Asia,Upper middle income,6213000000,530953
NLD,Netherlands,2020-04-29,38998,386,4727,145,119,2,Europe,High income,954931000000,17097130
NLD,Netherlands,2020-05-28,46152,182,5922,32,178,1,Europe,High income,954931000000,17097130
SYR,Syria,2020-03-25,5,4,0,0,0,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,2020-04-17,38,5,2,0,5,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,2020-05-16,51,1,3,0,36,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,2020-05-19,58,0,3,0,36,0,Middle East & North Africa,Low income,22163075121,17070135
TUN,Tunisia,2020-04-21,884,0,38,0,148,0,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-05-26,1051,0,48,0,929,10,Middle East & North Africa,Lower middle income,35150000000,11694719
VEN,Venezuela,2020-04-15,197,8,9,0,111,1,Latin America & Caribbean,Upper middle income,70106000000,28515829
WBG,Western Sahara,2020-04-05,4,4,0,0,0,0,Sub-Saharan Africa,Low income,906000000,594603
KNA,Saint Kitts and Nevis,2020-05-16,15,0,0,0,14,0,Latin America & Caribbean,Upper middle income,1118000000,52823
KNA,Saint Kitts and Nevis,2020-05-22,15,0,0,0,15,0,Latin America & Caribbean,Upper middle income,1118000000,52823
SVN,Slovenia,2020-03-26,562,34,6,1,10,0,Europe,High income,58213000000,2078654
SVN,Slovenia,2020-04-21,1344,9,77,0,197,4,Europe,High income,58213000000,2078654
SVN,Slovenia,2020-04-24,1373,7,80,1,211,0,Europe,High income,58213000000,2078654
SVN,Slovenia,2020-04-30,1429,11,91,2,233,3,Europe,High income,58213000000,2078654
SVN,Slovenia,2020-05-29,1473,0,108,0,1357,1,Europe,High income,58213000000,2078654
SOM,Somalia,2020-04-28,528,48,28,2,19,9,Sub-Saharan Africa,Low income,8341000000,15442905
SOM,Somalia,2020-05-01,601,0,28,0,31,0,Sub-Saharan Africa,Low income,8341000000,15442905
SOM,Somalia,2020-05-04,756,34,35,3,61,17,Sub-Saharan Africa,Low income,8341000000,15442905
TGO,Togo,2020-03-21,16,7,0,0,1,0,Sub-Saharan Africa,Low income,6132000000,8082366
TUN,Tunisia,2020-03-23,89,14,3,0,1,0,Middle East & North Africa,Lower middle income,35150000000,11694719
WBG,Western Sahara,2020-04-08,4,0,0,0,0,0,Sub-Saharan Africa,Low income,906000000,594603
WBG,Western Sahara,2020-05-10,6,0,0,0,5,0,Sub-Saharan Africa,Low income,906000000,594603
WBG,Western Sahara,2020-05-30,9,0,1,0,6,0,Sub-Saharan Africa,Low income,906000000,594603
WBG,Western Sahara,2020-06-02,9,0,1,0,6,0,Sub-Saharan Africa,Low income,906000000,594603
ZMB,Zambia,2020-04-10,40,1,2,1,25,1,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZMB,Zambia,2020-05-09,252,85,7,3,112,1,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZWE,Zimbabwe,2020-05-04,34,0,4,0,5,0,Sub-Saharan Africa,Lower middle income,25812000000,14645468
VEN,Venezuela,2020-03-14,2,2,0,0,0,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
VEN,Venezuela,2020-04-21,285,29,10,1,117,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
VEN,Venezuela,2020-05-11,422,8,10,0,205,12,Latin America & Caribbean,Upper middle income,70106000000,28515829
OMN,Oman,2020-06-03,13537,738,67,8,2845,33,Middle East & North Africa,High income,84158000000,4974986
PAK,Pakistan,2020-03-10,16,10,0,0,1,0,South Asia,Lower middle income,282506007859,216565318
PAK,Pakistan,2020-04-11,5011,316,86,20,762,35,South Asia,Lower middle income,282506007859,216565318
TUN,Tunisia,2020-04-27,967,18,39,1,279,63,Middle East & North Africa,Lower middle income,35150000000,11694719
GRC,Greece,2020-03-07,46,1,0,0,0,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-04-08,1884,52,83,2,269,0,Europe,High income,230500000000,10473455
MMR,Burma,2020-06-19,286,0,6,0,192,5,East Asia & Pacific,Lower middle income,71403000000,54045420
MMR,Burma,2020-05-18,191,7,6,0,101,4,East Asia & Pacific,Lower middle income,71403000000,54045420
MMR,Burma,2020-05-24,201,0,6,0,122,2,East Asia & Pacific,Lower middle income,71403000000,54045420
EGY,Egypt,2020-03-08,49,34,1,1,1,0,Middle East & North Africa,Lower middle income,331360000000,100388073
SAU,Saudi Arabia,2020-05-20,62545,2691,339,10,33478,1844,Middle East & North Africa,High income,790062000000,34268528
SEN,Senegal,2020-04-25,614,69,7,0,276,14,Sub-Saharan Africa,Lower middle income,28062000000,16296364
GRC,Greece,2020-04-05,1735,62,73,5,78,0,Europe,High income,230500000000,10473455
SLV,El Salvador,2020-05-20,1571,73,31,1,537,35,Latin America & Caribbean,Lower middle income,28202000000,6453553
PRT,Portugal,2020-05-24,30623,152,1316,14,17549,9844,Europe,High income,249912000000,10226187
QAT,Qatar,2020-04-22,7141,608,10,1,689,75,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,2020-05-18,33969,1365,15,0,4899,529,Middle East & North Africa,High income,204008000000,2832067
ZAF,South Africa,2020-03-17,62,0,0,0,0,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
ZAF,South Africa,2020-05-11,10652,637,206,12,4357,184,Sub-Saharan Africa,Upper middle income,386727000000,58558270
ZAF,South Africa,2020-05-17,15515,1160,264,3,7006,528,Sub-Saharan Africa,Upper middle income,386727000000,58558270
LKA,Sri Lanka,2020-04-15,238,5,7,0,63,2,South Asia,Upper middle income,89942000000,21323733
GRC,Greece,2020-03-01,7,3,0,0,0,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-04-02,1544,129,53,3,61,9,Europe,High income,230500000000,10473455
GRC,Greece,2020-05-04,2632,6,146,2,1374,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-06-02,2937,19,179,0,1374,0,Europe,High income,230500000000,10473455
NAM,Namibia,2020-03-30,11,0,0,0,2,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
NAM,Namibia,2020-04-28,16,0,0,0,8,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
SLV,El Salvador,2020-05-17,1338,73,30,4,464,23,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,2020-06-15,3826,106,74,0,1926,80,Latin America & Caribbean,Lower middle income,28202000000,6453553
SWZ,Eswatini,2020-04-21,31,7,1,0,8,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-05-14,187,0,2,0,51,3,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-06-12,472,23,3,0,246,8,Sub-Saharan Africa,Lower middle income,4711000000,1148130
QAT,Qatar,2020-05-24,43714,1501,23,2,9170,657,Middle East & North Africa,High income,204008000000,2832067
GMB,Gambia,2020-05-07,18,1,1,0,9,0,Sub-Saharan Africa,Low income,1870000000,2347706
HND,Honduras,2020-04-20,477,5,46,0,25,10,Latin America & Caribbean,Lower middle income,25560000000,9746117
CRI,Costa Rica,2020-05-25,951,21,10,0,628,8,Latin America & Caribbean,Upper middle income,63460000000,5047561
HTI,Haiti,2020-03-27,8,0,0,0,0,0,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-05-04,100,12,11,2,10,0,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-05-24,865,0,26,0,22,0,Latin America & Caribbean,Low income,9648000000,11263770
FIN,Finland,2020-03-10,40,10,0,0,1,0,Europe,High income,289243000000,5532156
MUS,Mauritius,2020-05-28,334,0,10,0,322,0,Sub-Saharan Africa,Upper middle income,15757000000,1198575
MNG,Mongolia,2020-04-27,38,0,0,0,10,1,Central Asia,Lower middle income,14960000000,3225167
MNG,Mongolia,2020-05-20,140,0,0,0,26,0,Central Asia,Lower middle income,14960000000,3225167
DNK,Denmark,2020-05-28,11712,32,568,3,10378,74,Europe,High income,364546000000,5771876
DNK,Denmark,2020-03-25,1862,144,34,2,41,5,Europe,High income,364546000000,5771876
DNK,Denmark,2020-04-29,9206,157,443,9,6558,245,Europe,High income,364546000000,5771876
NOR,Norway,2020-04-28,7660,61,206,1,32,0,Europe,High income,438623000000,5378857
Martinique,Martinique,2020-03-17,16,1,1,0,0,0,Latin America & Caribbean,NULL,NULL,NULL
PAN,Panama,2020-05-01,6720,188,192,4,622,46,Latin America & Caribbean,High income,75494000000,4246439
PER,Peru,2020-03-08,6,5,0,0,0,0,Latin America & Caribbean,Upper middle income,244163000000,32510453
TZA,Tanzania,2020-05-24,509,0,21,0,183,0,Sub-Saharan Africa,Low income,64888000000,58005463
TTO,Trinidad and Tobago,2020-03-20,9,0,0,0,0,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-05-14,116,0,8,0,107,0,Latin America & Caribbean,High income,23235000000,1394973
SYC,Seychelles,2020-03-24,7,0,0,0,0,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-04-19,11,0,0,0,5,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-05-18,11,0,0,0,11,1,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-03-18,4,0,0,0,0,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-04-22,11,0,0,0,5,0,Sub-Saharan Africa,High income,1739000000,97739
TTO,Trinidad and Tobago,2020-06-12,117,0,8,0,109,0,Latin America & Caribbean,High income,23235000000,1394973
